province_code,province_name,sector_code,sector_name,sector_category,year,employed_thousands,avg_annual_salary_cad,unemployment_rate_pct,part_time_pct
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2021,7.83,105190.0,8.4,21.9
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2022,7.96,107918.0,4.9,13.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2023,8.08,103655.0,6.8,26.1
YT,Yukon,PS-LOCAL,Local government,Public Administration,2010,3.03,66722.0,6.9,14.4
YT,Yukon,PS-LOCAL,Local government,Public Administration,2011,3.08,74483.0,4.0,14.8
YT,Yukon,PS-LOCAL,Local government,Public Administration,2012,3.02,73626.0,6.8,14.5
YT,Yukon,PS-LOCAL,Local government,Public Administration,2013,3.08,73061.0,4.2,12.3
YT,Yukon,PS-LOCAL,Local government,Public Administration,2014,3.15,72065.0,5.1,14.1
YT,Yukon,PS-LOCAL,Local government,Public Administration,2015,3.24,75302.0,7.8,24.0
YT,Yukon,PS-LOCAL,Local government,Public Administration,2016,3.29,79240.0,5.1,23.5
YT,Yukon,PS-LOCAL,Local government,Public Administration,2017,3.35,78334.0,6.3,16.7
YT,Yukon,PS-LOCAL,Local government,Public Administration,2018,3.21,86019.0,5.6,24.7
YT,Yukon,PS-LOCAL,Local government,Public Administration,2019,3.37,84512.0,6.3,22.1
YT,Yukon,PS-LOCAL,Local government,Public Administration,2020,3.16,88315.0,6.4,19.6
YT,Yukon,PS-LOCAL,Local government,Public Administration,2021,3.47,91697.0,8.0,26.6
YT,Yukon,PS-LOCAL,Local government,Public Administration,2022,3.49,90392.0,3.8,21.6
YT,Yukon,PS-LOCAL,Local government,Public Administration,2023,3.46,95526.0,3.7,23.4
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2010,5.05,70849.0,6.6,15.6
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2011,5.19,75562.0,6.5,13.1
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2012,5.18,74006.0,6.7,21.8
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2013,5.37,76269.0,7.2,24.3
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2014,5.47,80881.0,5.6,14.9
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2015,5.62,76023.0,4.1,22.7
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2016,5.8,81130.0,3.7,21.0
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2017,5.96,86678.0,7.4,18.0
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2018,5.95,86093.0,5.7,14.9
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2019,6.25,93764.0,6.5,17.8
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2020,6.72,93937.0,8.1,24.8
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2021,6.94,90474.0,5.6,12.2
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2022,6.7,96723.0,4.5,23.1
YT,Yukon,PS-HLTH,Health care and social assistance (public),Health & Social,2023,6.89,99748.0,6.8,25.3
YT,Yukon,PS-EDU,Educational services (public),Education,2010,3.95,70028.0,5.3,20.8
YT,Yukon,PS-EDU,Educational services (public),Education,2011,4.07,77731.0,4.3,21.2
YT,Yukon,PS-EDU,Educational services (public),Education,2012,4.12,82745.0,7.8,18.0
YT,Yukon,PS-EDU,Educational services (public),Education,2013,4.2,78331.0,5.6,12.2
YT,Yukon,PS-EDU,Educational services (public),Education,2014,4.28,81214.0,7.3,26.3
YT,Yukon,PS-EDU,Educational services (public),Education,2015,4.33,86112.0,6.2,25.7
YT,Yukon,PS-EDU,Educational services (public),Education,2016,4.48,93472.0,8.0,25.7
YT,Yukon,PS-EDU,Educational services (public),Education,2017,4.39,90513.0,4.0,13.0
YT,Yukon,PS-EDU,Educational services (public),Education,2018,4.5,91917.0,5.6,26.5
YT,Yukon,PS-EDU,Educational services (public),Education,2019,4.47,95410.0,6.6,24.4
YT,Yukon,PS-EDU,Educational services (public),Education,2020,4.3,94640.0,6.9,13.7
YT,Yukon,PS-EDU,Educational services (public),Education,2021,4.83,99854.0,8.5,13.6
YT,Yukon,PS-EDU,Educational services (public),Education,2022,4.74,101345.0,3.8,13.1
YT,Yukon,PS-EDU,Educational services (public),Education,2023,4.84,100310.0,7.9,22.4
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2010,1.01,89038.0,5.0,16.4
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2011,1.0,88262.0,8.0,14.5
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2012,1.03,96178.0,6.8,26.6
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2013,1.01,91181.0,6.7,24.6
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2014,1.02,98504.0,3.8,14.9
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2015,1.0,103898.0,8.3,12.6
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2016,1.02,101739.0,7.3,13.4
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2017,1.06,105200.0,6.0,15.8
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2018,1.02,111172.0,8.1,23.9
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2019,1.04,104042.0,5.6,17.7
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2020,0.99,117782.0,7.2,24.8
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2021,1.04,107324.0,6.1,15.6
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2022,1.04,120427.0,6.2,23.6
YT,Yukon,PS-UTIL,Utilities (public),Utilities,2023,1.05,127677.0,8.5,19.4
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2010,0.98,68223.0,7.2,26.1
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2011,1.01,68671.0,5.8,25.1
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2012,1.01,73163.0,4.1,24.4
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2013,1.02,75764.0,8.0,22.6
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2014,1.03,77930.0,6.5,24.2
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2015,1.05,78756.0,7.1,23.3
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2016,1.04,82119.0,7.3,20.2
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2017,1.05,81940.0,7.1,20.4
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2018,1.07,87462.0,4.5,17.6
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2019,1.07,85125.0,7.7,23.5
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2020,1.04,93292.0,4.3,23.0
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2021,1.14,90877.0,7.5,22.7
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2022,1.11,100359.0,6.8,20.8
YT,Yukon,PS-TRANS,Transportation and warehousing (public),Transportation,2023,1.1,91149.0,6.1,19.6
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2010,1.01,84051.0,5.2,16.3
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2011,1.02,87213.0,7.9,27.1
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2012,1.03,79961.0,7.4,27.9
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2013,1.0,89804.0,4.8,12.7
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2014,1.04,94034.0,6.1,20.9
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2015,1.03,104105.0,3.7,22.3
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2016,1.01,95826.0,5.2,25.2
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2017,1.01,99946.0,4.5,22.2
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2018,1.04,96640.0,4.3,14.6
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2019,1.03,108475.0,4.4,23.4
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2020,1.08,109636.0,4.6,24.6
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2021,1.05,105252.0,3.7,16.2
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2022,1.08,114071.0,3.9,27.5
YT,Yukon,PS-DEF,Defence and security services,Public Administration,2023,1.07,116624.0,7.7,12.4
